html_url,id_number,importance,product,component,assignee,status,resolution,summary,changeddate,commit_html_url,is_duplicated,is_refactoring_haibo,is_refactoring_zhuolin,conflict,has_input_program,has_patch,final,refactoring type,cross checked,reproducebale,might need to remove,symptom category,symptom sub category,input property,root cause,stage,
https://bz.apache.org/netbeans/show_bug.cgi?id=220827,220827,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Refactory copy... wrong focus,2012/11/2,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=215256,215256,P3,java,Refactor,ralphbenjamin,RESO,FIXE,"Refactoring ""change method parameters"" confuses parameters of newly created delegate",2012/10/6,,0,1,1,0,1,0,1,Change Method Parameters,1,1,,behavior change,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=219065,219065,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.PackageRename$PackageRenamePlugin$RenameNonRecursiveFolder.isEmpty,2012/10/2,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=218891,218891,P2,java,Refactor,ralphbenjamin,RESO,FIXE,Javac instances kept through refactoring,2012/9/26,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=218591,218591,P2,java,Refactor,ralphbenjamin,VERI,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.RefactoringUtils.getPackageName,2012/9/21,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=218053,218053,P2,java,Refactor,ralphbenjamin,RESO,FIXE,IllegalArgumentException after ChangeMethodParameters refactoring,2012/9/20,,0,1,1,0,1,0,1,Change Method Parameters,1,0,1,exception,IllegalArgumentException,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=218133,218133,P3,java,Refactor,ralphbenjamin,VERI,FIXE,ClassCastException: org.netbeans.modules.refactoring.java.ui.elements.ElementNode$WaitNode cannot be cast to org.netbeans.modules.refactoring.java.ui.ClassItem,2012/9/19,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=218114,218114,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Refactoring produces illegal code?,2012/9/19,,0,1,1,0,1,0,1,Replace constructor with factory,,,,compile error,,inner class,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=209504,209504,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.InnerToOuterTransformer.visitMemberSelect,2012/9/17,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=218017,218017,P2,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.WhereUsedPanel$2.run,2012/9/11,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=216735,216735,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Missing license header in refactoring.java,2012/9/8,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=216700,216700,P3,java,Refactor,ralphbenjamin,RESO,FIXE,"When refactoring a static method from one class to another, recursive calls to the same method are altered to refer to the methods original location.",2012/9/8,,0,1,1,0,1,0,1,move method,1,1,,compile error,,recursive call,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=213462,213462,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.IntroduceParameterUI.create,2012/9/7,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=215137,215137,P2,java,Refactor,ralphbenjamin,VERI,FIXE,Field rename refactoring does not work as expected,2012/9/7,,0,1,1,0,1,0,1,rename field,,,,fail to refactoring,partially / for certain cases,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=204444,204444,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Improve Move Refactoring to support nested/inner classes,2012/9/1,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=217501,217501,P2,java,Refactor,ralphbenjamin,RESO,FIXE,"(Rename) refactoring keeping CompilationInfos, mostly through Undo queue",2012/8/29,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=210212,210212,P2,java,Refactor,ralphbenjamin,VERI,FIXE,Refactoring Rename Missing Description,2012/8/20,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208791,208791,P4,java,Refactor,ralphbenjamin,VERI,FIXE,Refactoring Move Inner to Outer - Field Name,2012/8/20,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208695,208695,P3,java,Refactor,ralphbenjamin,VERI,FIXE,Refactoring Change Method Parameters - parameter position - path of type changing,2012/8/20,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208694,208694,P3,java,Refactor,ralphbenjamin,VERI,FIXE,Refactoring Change Method Parameters - different return type error,2012/8/20,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208692,208692,P2,java,Refactor,jbecicka,VERI,FIXE,Refactor Move Class doesn't work correctly,2012/8/20,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208640,208640,P3,java,Refactor,jbecicka,VERI,FIXE,"Refactoring Rename in Files view, weird behavior",2012/8/20,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=206322,206322,P3,java,Refactor,ralphbenjamin,VERI,FIXE,Refactoring Find Usages - scope does not work properly,2012/8/3,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=200032,200032,P3,java,Refactor,jbecicka,VERI,FIXE,Refactoring Extract interface Cancel button cause unordinary behavior,2012/8/1,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=206574,206574,P3,java,Refactor,jbecicka,VERI,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.RenameRefactoringUI.getHelpCtx,2012/6/18,,0,1,1,0,1,0,1,rename local variable,,,,exception, NPE,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=69498,69498,P2,java,Refactor,jbecicka,RESO,FIXE,refactoring for field encapsulation & bean properties & property change & beaninfo,2012/6/13,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=213836,213836,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.CopyClassRefactoringUI.create,2012/6/12,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=213634,213634,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.EncapsulateFieldRefactoringPlugin.checkParameters,2012/6/8,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=134034,134034,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[Pull Up] refactoring causes compiler error if target calls super,2012/5/25,,0,1,1,0,1,0,1,pull up method,1,1,,compile error,,super,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=212626,212626,P2,java,Refactor,ralphbenjamin,VERI,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.EncapsulateFieldUI.create,2012/5/20,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=210904,210904,P3,java,Refactor,ralphbenjamin,RESO,FIXE,"Refactoring failed with ""Cannot call finish twice"" exception",2012/5/14,,0,0,1,1,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=211544,211544,P2,java,Refactor,ralphbenjamin,RESO,FIXE,ClassCastException: javax.swing.JLabel cannot be cast to org.netbeans.modules.refactoring.java.Pair,2012/4/24,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=205996,205996,P3,java,Refactor,jbecicka,RESO,FIXE,API Change in EncapsulateFieldRefactoring,2012/4/20,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=205477,205477,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[Encapsulate Fields] Selecting part of a field open the refactoring for the wrong class,2012/4/12,,0,1,1,0,1,0,1,Encapsulate Fields,,,,behavior change,wrong target,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=210915,210915,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Refactoring Pull Up Leaves Single Comment in Sub Class,2012/4/12,,0,1,1,0,1,0,1,pull up class,,,,comment related,comment related,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=210867,210867,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.ExtractSuperclassRefactoringPlugin$CreateSuperclassElement.run,2012/4/12,,0,1,1,0,1,0,1,Create SuperClass and methods,,,,exception,NPE,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=210746,210746,P2,java,Refactor,ralphbenjamin,VERI,FIXE,Refactoring not working in CSS,2012/4/10,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=210710,210710,P3,java,Refactor,jbecicka,VERI,FIXE,Disabled field in Refactor|Rename for package,2012/4/10,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208398,208398,P3,java,Refactor,jbecicka,RESO,FIXE,Refactoring tries to access document locked by editor guards,2012/4/5,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=209566,209566,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.WhereUsedPanel$2.run,2012/4/5,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=206397,206397,P3,java,Refactor,jbecicka,RESO,FIXE,[71cat] NullPointerException at org.netbeans.modules.refactoring.java.ui.tree.FolderTreeElement.getText,2012/4/5,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=209853,209853,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.IntroduceLocalExtensionPanel.getRootFolder,2012/4/5,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208240,208240,P3,java,Refactor,jbecicka,RESO,FIXE,"API Review: ReplaceConstructorWithFactoryRefactoring, ReplaceConstructorWithBuilderRefactoring and InvertBooleanRefactoring",2012/4/2,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=165017,165017,P2,java,Refactor,ralphbenjamin,RESO,FIXE,Cover java refactoring code with tests,2012/3/21,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=209522,209522,P2,java,Refactor,ralphbenjamin,VERI,FIXE,[72cat] NullPointerException at org.netbeans.modules.refactoring.java.ui.CopyClassRefactoringUI$1.run,2012/3/17,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=209620,209620,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[Move Members] NullPointerException at org.netbeans.modules.refactoring.java.plugins.MoveMembersRefactoringPlugin.getRelevantFiles,2012/3/17,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=209579,209579,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.InlineRefactoringPlugin.preCheck,2012/3/17,,0,0,0,0,0,0,0,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208741,208741,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.InlineMethodTransformer.visitMethodInvocation,2012/3/15,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=209034,209034,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.RenamePanel.initialize,2012/3/10,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208549,208549,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.EncapsulateFieldUI.create,2012/2/24,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208526,208526,P3,java,Refactor,jbecicka,RESO,FIXE,AssertionError at org.netbeans.modules.refactoring.java.ui.RenameRefactoringUI.create,2012/2/24,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208599,208599,P3,java,Refactor,jbecicka,RESO,FIXE,"When I change file name in ""Projects"" tab (by pressing F2), the new name isn't propagated to ""new name"" field in refactor window.",2012/2/23,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208473,208473,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Refactoring (copy class between projects w refactoring) doesn't list packages of target project,2012/2/22,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208481,208481,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.RenameRefactoringUI.getPanel,2012/2/18,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=205696,205696,P2,java,Refactor,ralphbenjamin,RESO,FIXE,API Review for Move Members Refactoring,2012/2/17,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208164,208164,P2,java,Refactor,ralphbenjamin,RESO,FIXE,API for Introduce Local Extension Refactoring,2012/2/17,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208126,208126,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Introduce Local Extension Refactoring,2012/2/17,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=206431,206431,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException: #120577: Cannot resolve ElementHandle[kind=CLASS; sigs=org.netbeans.modules.refactoring.java.ui.MoveClassesUI$MovePanel ]; file: /home/ralph/work/jet-main/refactoring.java/src/or,2012/2/16,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208022,208022,P2,java,Refactor,ralphbenjamin,VERI,FIXE,Refactoring Change Method Parameters - adding varargs doesn't work correctly,2012/2/16,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=208391,208391,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.ui.MoveClassUI.create,2012/2/14,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=202030,202030,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.UseSuperTypeRefactoringPlugin$ReferencesVisitor.visitTypeCast,2012/2/14,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=204839,204839,P3,java,Refactor,jbecicka,RESO,FIXE,"Empty unclosable ""Refactoring..."" window",2012/2/10,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=183077,183077,P3,java,Refactor,ralphbenjamin,RESO,FIXE,A useful refactor: move fields and methods to another class,2012/2/8,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=180227,180227,P3,java,Refactor,ralphbenjamin,RESO,FIXE,if i copy and paste a directory containing java files -- they are refactored,2012/1/3,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=202675,202675,P2,java,Refactor,jbecicka,VERI,FIXE,"""Rename"" refactoring doesn't update imports",2011/12/12,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=205176,205176,P3,java,Refactor,jbecicka,RESO,FIXE,java.lang.NullPointerException at org.netbeans.modules.refactoring.java.ui.WhereUsedPanel$2$1.run(WhereUsedPanel.java:306),2011/11/17,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=204836,204836,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.SafeDeleteRefactoringPlugin.prepare,2011/11/10,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=202579,202579,P4,java,Refactor,jbecicka,RESO,FIXE,Copy Refactoring forbidden on r/o file,2011/11/4,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=204679,204679,P3,java,Refactor,jbecicka,RESO,FIXE,Refactore: Inspect and Tranform: Inspect Current Package doesnÂ´t work,2011/11/4,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=204336,204336,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[71cat] NullPointerException at org.netbeans.modules.refactoring.java.plugins.JavaWhereUsedQueryPlugin$1.run,2011/11/3,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=168923,168923,P4,java,Refactor,ralphbenjamin,RESO,FIXE,[Move] refactoring a package doesn't update star imports [68cat],2011/10/25,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=203887,203887,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[inline] Refactoring produces invalid code,2011/10/19,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=203520,203520,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.OperatorPrecedence.needsParentheses,2011/10/14,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=203337,203337,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.RenameTransformer.renameUsageIfMatch,2011/10/11,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=202412,202412,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.RetoucheUtils.getFileObject,2011/9/22,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=202251,202251,P2,java,Refactor,ralphbenjamin,RESO,FIXE,Refactoring code might lead to uncompilable code,2011/9/21,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=202081,202081,P3,java,Refactor,jbecicka,RESO,FIXE,[71cat] NullPointerException at org.netbeans.modules.refactoring.java.ui.RefactoringActionsProvider$TextComponentTask.run,2011/9/17,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=202158,202158,P2,java,Refactor,ralphbenjamin,RESO,FIXE,[71cat] NullPointerException at org.netbeans.modules.refactoring.java.ui.ChangeParametersUI.create,2011/9/17,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=128674,128674,P4,java,Refactor,ralphbenjamin,RESO,FIXE,[Use Supertype] refactoring can produce duplicate method declaration,2011/9/14,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=128676,128676,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[Use Supertype] Refactoring does not respect bound generic type,2011/9/9,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=131406,131406,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[Use Supertype] Refactoring does not check method return type,2011/9/8,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=185959,185959,P3,java,Refactor,ralphbenjamin,RESO,FIXE,[Move] No warning on move-refactoring a package-private class with references [69cat],2011/9/8,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=201399,201399,P3,java,Refactor,ralphbenjamin,RESO,FIXE,API Review for IntroduceParameterRefactoring,2011/9/7,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=183540,183540,P3,java,Refactor,jbecicka,RESO,FIXE,"[69cat] ""Rename refactoring cannot be applied"" message not clear",2011/9/6,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=195070,195070,P3,java,Refactor,ralphbenjamin,RESO,FIXE,refactor/rename works wrong with override,2011/9/1,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=176217,176217,P3,java,Refactor,ralphbenjamin,RESO,FIXE,Introduce Parameter Refactoring,2011/9/1,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=197193,197193,P3,java,Refactor,jbecicka,RESO,FIXE,Custom Refactorings - DSL for declarative custom refactorings,2011/8/31,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=177996,177996,P4,java,Refactor,ralphbenjamin,RESO,FIXE,[Inner to outer] Refactoring does not support creating new inner class,2011/8/5,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=200329,200329,P3,java,Refactor,jbecicka,RESO,FIXE,[70cat] NullPointerException at org.netbeans.modules.refactoring.java.RetoucheUtils.isJavaFile,2011/7/26,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=200232,200232,P3,java,Refactor,ralphbenjamin,RESO,FIXE,API Change in ChangeParametersRefactoring,2011/7/25,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=200089,200089,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.ChangeParamsTransformer.generateJavadoc,2011/7/19,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=200142,200142,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.InlineRefactoringPlugin$InlineMethodVisitor.hasQualIdentProblem,2011/7/19,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=199965,199965,P3,java,Refactor,jbecicka,RESO,FIXE,[70cat] AssertionError at org.netbeans.modules.refactoring.java.RetoucheUtils.invokeAfterScanFinished,2011/7/15,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=199388,199388,P3,java,Refactor,jbecicka,RESO,FIXE,Null Pointer during refactoring,2011/6/15,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=198965,198965,P3,java,Refactor,jbecicka,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.RetoucheUtils.getElementKind,2011/6/1,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=57545,57545,P2,java,Refactor,ralphbenjamin,RESO,FIXE,Inline Method/Variable Refactoring,2011/5/26,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=198821,198821,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.InlineRefactoringPlugin.preCheck,2011/5/25,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=198820,198820,P3,java,Refactor,ralphbenjamin,RESO,FIXE,NullPointerException at org.netbeans.modules.refactoring.java.plugins.InlineAbstractTransformer.replaceExpression,2011/5/24,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=179333,179333,P4,java,Refactor,ralphbenjamin,RESO,FIXE,Cannot copy package-info.java using Refactor > Copy,2011/5/11,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196922,196922,P3,java,Refactor,jbecicka,VERI,FIXE,Refactor Push Down modifier of private elements don't change to protected,2011/4/19,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196955,196955,P3,java,Refactor,jbecicka,VERI,FIXE,"Refactor Move Inner to Outer Level, two level up",2011/4/14,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=197434,197434,P3,java,Refactor,jbecicka,VERI,FIXE,"Refactor Change Method Parameters, Access Modifier combobox is NOT disabled for interfaces",2011/4/14,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196685,196685,P3,java,Refactor,jbecicka,VERI,FIXE,Refactor Safely Delete does not work properly,2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196442,196442,P3,java,Refactor,jbecicka,VERI,FIXE,Wrong name of refactor rename dialog,2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196783,196783,P3,java,Refactor,jbecicka,VERI,FIXE,"Refactor Push Down method from one interface to another, makes of the second one abstract class",2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196912,196912,P3,java,Refactor,jbecicka,VERI,FIXE,Refactor Pull Up modifier of private elements don't change to protected,2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196915,196915,P3,java,Refactor,jbecicka,VERI,FIXE,Refactor Pull Up refresh button persistence,2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=145729,145729,P3,java,Refactor,jbecicka,RESO,FIXE,"Refactoring doesn't support ""Introduce Variable"" on an expression that doesn't use the return value (a statement)",2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196923,196923,P3,java,Refactor,jbecicka,VERI,FIXE,Refactor Push Down refresh persistence,2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196950,196950,P3,java,Refactor,jbecicka,VERI,FIXE,"Refactor Move Inner to Outer Level, refresh persistence",2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196687,196687,P4,java,Refactor,jbecicka,VERI,FIXE,Refactor Safely Delete does not work properly (name of constructor doesn't show up),2011/3/28,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196802,196802,P3,java,Refactor,jbecicka,VERI,FIXE,"Refactor Move Inner to Outer Level, incorrect reference after refactoring",2011/3/21,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=195947,195947,P3,java,Refactor,jbecicka,VERI,FIXE,"Some unexpected error occurred during ""Refactor -> Move Inner to Outer Level...""",2011/3/17,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196050,196050,P3,java,Refactor,jbecicka,RESO,FIXE,Refactoring Encapsulate Fields ignores changes of function names,2011/3/1,,,,,0,,,,,,,,,,,,,
https://bz.apache.org/netbeans/show_bug.cgi?id=196037,196037,P2,java,Refactor,jbecicka,RESO,FIXE,"""Encapsulate fields"" Refactoring deletes javadoc comments.",2011/2/28,,,,,0,,,,,,,,,,,,,
