html_url,id_number,importance,product,component,assignee,status,resolution,summary,changeddate,symptom category,author patch,input program,input property,refactoring type,root cause
https://bugs.eclipse.org/bugs/show_bug.cgi?id=566982,566982,P3,JDT,UI,kalyan_prasad,VERI,FIXE,[15] record - Compact Constructor Refactor -> Move to class - gives error . Move Operation should not be allowed for Constructors,2020/10/7,compile error,1,1,record,move method,overly weak preconditions
https://bugs.eclipse.org/bugs/show_bug.cgi?id=566939,566939,P3,JDT,UI,kalyan_prasad,VERI,FIXE,[15] refactor move record component gives Internal Error,2020/10/7,exception,1,1,record,move class,overly weak preconditions
https://bugs.eclipse.org/bugs/show_bug.cgi?id=377288,377288,P3,JDT,UI,kenneth,VERI,FIXE,"[extract local] Refactor > Extract Local variable creates bad resulting code, and doesn't extract the variable",2020/8/19,compile error,1,1,switch case,extract local variable,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=72380,72380,P3,JDT,UI,kenneth,VERI,FIXE,[generalize type] introduces duplicate methods in presence of overloading [refactoring],2020/8/19,compile error,1,1,overloaded method,generalize type,overly weak preconditions
https://bugs.eclipse.org/bugs/show_bug.cgi?id=394728,394728,P3,JDT,UI,kenneth,VERI,FIXE,"[push down] Push Down refactoring does not remove @Override, which leads to compilation error",2020/8/19,compile error,1,1,annotation,push down method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=564329,564329,P3,JDT,UI,kalyan_prasad,VERI,FIXE,[14] An attempt to Refactor/Rename causes NullPointerException,2020/7/28,exception,1,1,-,rename field,Incorrect Type Resolving
https://bugs.eclipse.org/bugs/show_bug.cgi?id=564684,564684,P3,JDT,UI,kalyan_prasad,VERI,FIXE,[refactoring] Move Type to New File fails if the type is a record,2020/7/7,exception,1,1,record,Move member Type to New File,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=539429,539429,P3,JDT,UI,jjohnstn,VERI,FIXE,[1.8] Auto-refactor to lambda is too greedy when FunctionalInterface is recursive and leads to errors,2020/5/19,behavior change,1,1,lambda,Convert anonymous to lambda expression,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=486175,486175,P3,JDT,UI,jjohnstn,VERI,FIXE,Refactoring: Move method between packages misses some imports,2020/4/7,compile error,1,1,-,move method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=62854,62854,P3,JDT,Core,jerome_lanneluc,VERI,FIXE,refactoring does not trigger reconcile,2020/2/25,compile error,0,1,,pull up field,incorrect implementation
https://bugs.eclipse.org/bugs/show_bug.cgi?id=525917,525917,P3,JDT,UI,jjohnstn,VERI,FIXE,[quick fix] Join variable declaration implements wrong refactoring,2020/1/7,behavior change,1,1,joint variable declaration,Join variable declaration,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=108147,108147,P3,JDT,UI,jjohnstn,VERI,FIXE,[reorg] import statement not moved with moved static initializer [refactoring],2019/11/19,compile error,1,1,static initializer,move method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=551002,551002,P3,JDT,UI,kalyan_prasad,RESO,FIXE,[13] Refactor > Extract Local Variable and Extract Constant not working on Text Block,2019/9/12,not available,1,1,-,Extract Local Variable;Extract Constant;Inline Method,others
https://bugs.eclipse.org/bugs/show_bug.cgi?id=547094,547094,P3,JDT,Core,stephan.herrmann,VERI,FIXE,Refactoring not working with Java 11 (NPE at org.eclipse.jdt.internal.compiler.util.Sorting.sortSuper(Sorting.java:75),2019/5/21,exception,1,1,-,rename method,others
https://bugs.eclipse.org/bugs/show_bug.cgi?id=544992,544992,P3,JDT,UI,rgrunber,RESO,FIXE,[10][refactoring] convert local variable to field not working for 'var',2019/4/2,compile error,1,1,var type,convert local variable ,Incorrect Type Resolving
https://bugs.eclipse.org/bugs/show_bug.cgi?id=540873,540873,P3,JDT,UI,rgrunber,VERI,FIXE,[10][move] Refactor/Move generates invalid code with 'var',2018/11/21,compile error,1,1,var type,move class,Incorrect Type Resolving
https://bugs.eclipse.org/bugs/show_bug.cgi?id=532996,532996,P3,JDT,UI,kalyan_prasad,VERI,FIXE,[10] Refactor -> Rename operation should not be available on 'var' type,2018/3/29,others,1,1,var type,rename variable,overly weak preconditions
https://bugs.eclipse.org/bugs/show_bug.cgi?id=416198,416198,P3,JDT,UI,manju656,RESO,FIXE,[Inline] Inline method refactoring fails to update method reference as of enum constructor call's argument,2016/9/3,compile error,1,1,enum,inline method,flow analysis issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=497368,497368,P3,JDT,UI,noopur_gupta,RESO,FIXE,[pull up] Pull Up refactoring to interface generates broken code,2016/7/18,compile error,1,1,input options,pull up method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=396524,396524,P3,JDT,UI,register.eclipse,RESO,FIXE,[refactoring] Pull Up and Extract Interface refactorings add unexpected @Override,2016/4/25,compile error,1,1,-,pull up method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=444354,444354,P3,JDT,UI,kalyan_prasad,RESO,FIXE,[pull up] pull up refactoring doesn't add the required 'public' modifier,2015/9/16,compile error,1,1,-,pull up method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=41468,41468,P3,JDT,UI,markus.kell.r,RESO,FIXE,move instance method: method parameter lost [refactoring],2015/2/10,compile error,1,1,-,move method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=430267,430267,P3,JDT,UI,noopur_gupta,RESO,FIXE,[refactoring][extract method] Extract Method misses parameter used in try-with-resources statement,2014/12/4,compile error,1,1,try-with-resource,extract method,flow analysis issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=408966,408966,P3,JDT,UI,noopur_gupta,RESO,FIXE,[1.8][inline] Invalid inline constant and inline temp refactorings using lambda expressions,2014/6/15,exception,1,1,lambda,inline constant,Incorrect Type Resolving
https://bugs.eclipse.org/bugs/show_bug.cgi?id=24941,24941,P3,JDT,UI,dirk_baeumer,RESO,FIXE,inline method - doesn't handle implicit cast [refactoring],2014/4/25,behavior change,1,1,-,inline method,Incorrect Type Resolving
https://bugs.eclipse.org/bugs/show_bug.cgi?id=426963,426963,P3,JDT,UI,manju656,RESO,FIXE,[pull up] Import declaration for the type use annotation is missing after pull up refactoring,2014/4/9,compile error,0,1,,pull up method,
https://bugs.eclipse.org/bugs/show_bug.cgi?id=305182,305182,P3,JDT,Debug,sarika.sinha,VERI,FIXE,[breakpoints] Refactoring a method/field with associated breakpoint changes working set,2014/4/3,breakpoint,1,1,,Change Method Signature,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=429498,429498,P3,JDT,UI,manju656,RESO,FIXE,[1.8][refactoring] Change Method Signature refactoring breaks lambda,2014/3/16,compile error,1,1,lambda,Change Method Signature,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=406786,406786,P3,JDT,UI,noopur_gupta,VERI,FIXE,[1.8][extract method] Extract Method refactoring in interfaces not handled,2014/2/23,exception,1,1,lambda,extract Method,overly strong preconditions
https://bugs.eclipse.org/bugs/show_bug.cgi?id=407985,407985,P3,JDT,UI,noopur_gupta,VERI,FIXE,[1.8][extract method] Extract Method refactoring from Lambda Expressions,2014/2/23,exception,1,1,lambda,extract method,flow analysis issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=425950,425950,P3,JDT,UI,noopur_gupta,VERI,FIXE,"[1.8][quick assist][refactoring] ""Convert local variable to field"" on local variables of interface methods",2014/2/21,compile error,0,1,,Convert local variable ,overly weak precondition
https://bugs.eclipse.org/bugs/show_bug.cgi?id=356687,356687,P3,JDT,UI,nikolaymetchev,RESO,FIXE,[move method] super method invocation does not compile after refactoring,2013/8/27,compile error,1,1,-,move method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=411529,411529,P3,JDT,UI,manju656,RESO,FIXE,[move method refactoring] reference to protected method,2013/8/21,incorrect warning message,1,1,-,move method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=394547,394547,P3,JDT,UI,nikolaymetchev,RESO,FIXE,[extract class] Extract class refactoring on a field in an inner non-static class yields compilation error,2013/8/12,compile error,1,1,inner class,extract class,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=408124,408124,P3,JDT,UI,markus.kell.r,VERI,FIXE,[refactoring] CCE with Extract Class refactoring on a class with comment,2013/5/22,exception,1,1,comment related,extract class,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=69450,69450,P3,JDT,UI,jdt-ui-inbox,RESO,FIXE,[extract local] Refactor -> Extract local variable doesn't ignore whitespace in selection [refactoring],2013/1/9,fail to refactoring,0,1,,Extract local variable,incomplete implementation
https://bugs.eclipse.org/bugs/show_bug.cgi?id=393932,393932,P3,JDT,UI,markus.kell.r,RESO,FIXE,"[refactoring] pull-up with ""use the destination type where possible"" creates bogus import of nested type",2012/11/10,exception,1,1,input options,pull up method,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=393829,393829,P3,JDT,UI,markus.kell.r,RESO,FIXE,[change method signature] Precondition fails with exception when applying refactoring on a method of an anonyous class passed as argument,2012/11/9,exception,1,1,anonymous class,Change Method Signature,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=297825,297825,P3,JDT,Core,tomasz.zarna,VERI,FIXE,[search] Rename refactoring doesn't update enclosing type,2012/9/17,compile error,1,1,-,rename class,Incorrect Type Resolving
https://bugs.eclipse.org/bugs/show_bug.cgi?id=386518,386518,P3,JDT,UI,markus.kell.r,RESO,FIXE,[extract method] CCE in ExtractMethodRefactoring#createMethodBody(..),2012/8/29,exception,1,1,foreach,extract method,overly weak preconditions
https://bugs.eclipse.org/bugs/show_bug.cgi?id=347389,347389,P3,JDT,UI,markus.kell.r,RESO,FIXE,[move member type] IllegalArgumentException on Refactor: Move Type to new File..,2012/6/12,exception,1,1,synchronized block,Move member Type to new File,ast rewrite issue
https://bugs.eclipse.org/bugs/show_bug.cgi?id=379095,379095,P3,JDT,UI,markus.kell.r,RESO,FIXE,[introduce parameter] NullPointerException during refactor -> introduce parameter,2012/5/10,exception,1,1,-,introduce parameter,overly weak preconditions
